URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPROV,WHOIS_REGDATE,UPDATE_DATE,WHITIN_DOMAIN,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,TCP_URG_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_207,71,12,UTF-8,Apache,no-cache; must-revalidate; max-age=0,13522,US,CA,18/01/1996 5:00,20/01/2017 1:26,sages.org,30,20,10,3317,0,0,36,35,8700,3747,36,6,Benigna
B0_66,71,11,utf-8,nginx/1.7.4,private; max-age=0; must-revalidate,NA,PA,PANAMA,28/11/1999 0:00,4/04/2017 0:00,musicianguide.com,28,4,5,2794,0,0,32,32,30923,3110,32,4,Benigna
B0_669,71,12,utf-8,DMS/1.0.42,no-cache,318,FR,None,15/03/2005 0:00,28/06/2016 0:00,dailymotion.com,25,3,5,3428,0,0,29,23,28007,3736,29,4,Benigna
B0_678,71,14,utf-8,nginx,no-cache; must-revalidate,337,None,None,None,None,wa.gov,35,14,7,4515,0,0,43,28,12970,5105,43,8,Benigna
B0_692,71,11,utf-8,ATS,private;no-cache;must-revalidate,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,26,21,4,4488,1,0,35,35,14140,5084,35,8,Benigna
B0_707,71,14,UTF-8,Server,no-cache; no-transform,NA,None,None,b,23/10/2013 0:00,amazon.co.uk,19,14,4,2877,0,0,25,23,6649,3317,25,6,Benigna
B0_72,71,12,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,65,48,7,6391,0,0,71,77,83389,6819,71,6,Benigna
B0_728,71,11,UTF-8,Apache-Coyote/1.1,max-age=300,13596,IN,TN,None,None,thehindubusinessline.in,7,2,4,1131,1,0,12,11,1747,1473,12,4,Benigna
B0_828,71,11,us-ascii,Microsoft-IIS/7.5,None,324,us,CA,17/11/2006 0:00,31/03/2016 0:00,docstoc.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_875,71,15,us-ascii,Microsoft-HTTPAPI/2.0,None,324,TR,None,21/05/2006 0:00,17/05/2013 0:00,akormerkezi.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1145,72,14,us-ascii,cloudflare-nginx,None,324,CA,ON,24/11/2001 0:00,8/08/2015 0:00,subscene.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1164,72,14,utf-8,nginx,max-age=0; no-cache; no-store,31624,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,last.fm,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1172,72,16,utf-8,Apache/2.2.22 (Debian) mod_python/3.3.1 Python/2.7.3 mod_ssl/2.2.22 OpenSSL/1.0.1t,"""no-cache=""""set-cookie""""""",NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,wn.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1275,72,12,UTF-8,None,no-cache,NA,KR,None,6/09/1997 0:00,11/01/2016 0:00,ecplaza.net,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1282,72,12,us-ascii,Microsoft-HTTPAPI/2.0,None,1853,US,NY,31/10/1997 0:00,30/10/2016 0:00,butlersports.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1313,72,12,ISO-8859-1,Apache,None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_141,72,15,UTF-8,Apache/2.4.16 (Ubuntu),"""no-cache; no-cache=""""set-cookie""""""",NA,US,CA,22/09/2002 0:00,22/09/2016 0:00,justia.com,47,13,6,6078,0,0,53,52,40968,6520,53,6,Benigna
B0_2040,72,13,UTF-8,Apache/2.2.27 (CentOS),max-age=10800,NA,None,None,None,None,dainutekstai.lt,14,14,7,972,0,0,14,16,1144,972,14,0,Benigna
B0_2084,72,14,utf-8,Microsoft-IIS/7.5,private,14092,US,VA,15/12/1994 0:00,10/12/2016 0:00,netscape.com,12,5,4,960,0,0,12,8,498,960,12,0,Benigna
B0_24,72,12,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,27,21,8,3862,0,0,33,33,11108,4290,33,6,Benigna
B0_244,72,9,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,2819,BE,ANTWERP,13/10/2000 0:00,1/11/2012 0:00,aviewoncities.com,39,2,13,3042,0,0,45,26,5914,3520,45,6,Benigna
B0_335,72,15,ISO-8859-1,None,None,33528,None,None,None,None,loot.co.za,18,4,4,2083,0,0,22,28,17862,2371,22,4,Benigna
B0_343,72,12,iso-8859-1,Apache,None,363,Cyprus,None,4/07/2007 0:00,22/02/2017 0:00,adultcomicsbox.com,28,2,5,2490,0,0,32,29,18969,2802,32,4,Benigna
B0_489,72,13,utf-8,Apache,no-cache; must-revalidate; max-age=0,1832,None,None,1/05/2009 0:00,2/05/2016 0:00,baseballpastandpresent.com,9,0,3,1165,0,0,15,16,1673,1673,15,6,Benigna
B0_623,72,12,us-ascii,www.lexisnexis.com  9999,None,324,CH,CH,8/04/2009 0:00,12/02/2016 0:00,financialfraudlaw.com,80,0,2,6525,0,0,84,102,126205,6843,84,4,Benigna
B0_852,72,14,UTF-8,nginx,max-age=1,NA,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,duckduckgo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_888,72,11,iso-8859-1,Apache-Coyote/1.1,None,NA,US,Tennessee,10/05/2007 19:20,18/04/2017 17:38,worldwidescience.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_930,72,11,ISO-8859-1,nginx,private,1145,US,NJ,8/04/1998 0:00,25/10/2016 0:00,leaguelineup.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1001,73,14,UTF-8,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,LA,20/10/2003 0:00,15/01/2015 0:00,torrentreactor.net,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1074,73,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),max-age=120;  s-maxage=120; private,13240,US,PA,5/08/2008 0:00,6/08/2016 0:00,streamingthe.net,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1082,73,13,iso-8859-1,Apache/2.2.15 (CentOS),None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1184,73,14,utf-8,None,public; max-age=300,32103,US,NY,29/03/2008 0:00,10/02/2017 0:00,soundersfc.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1229,73,15,iso-8859-1,nginx,None,484,US,Arizona,15/12/2007 0:00,3/04/2016 0:00,cesarica.net,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1240,73,13,iso-8859-1,Apache/2.2.15 (CentOS),None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_132,73,13,iso-8859-1,Apache/2.2.15 (CentOS),None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,27,12,5,3149,0,0,33,34,37964,3647,33,6,Benigna
B0_1334,73,15,iso-8859-1,Apache/2.0.52 (Red Hat),None,330,US,CA,3/09/1996 4:00,30/09/2009 2:59,smartvoter.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_213,73,15,utf-8,Apache,private; s-maxage=0; max-age=0; must-revalidate,44491,CA,ON,9/12/2003 0:00,22/10/2016 0:00,wikia.com,208,0,1,14530,0,0,210,278,466055,14688,210,2,Benigna
B0_2235,73,11,UTF-8,Apache/2.4.18 (Ubuntu),no-store; no-cache; must-revalidate,12487,US,Illinois,2/08/2000 0:00,26/04/2017 0:00,coasttocoasttickets.com,22,11,12,1524,0,0,22,19,1268,1524,22,0,Benigna
B0_2248,73,11,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,3674,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2321,73,17,UTF-8,cloudflare-nginx,None,NA,JP,TOKYO-TO,5/11/2007 15:14,12/03/2017 9:17,hurryupharry.org,11,6,8,810,0,0,11,14,913,810,11,0,Benigna
B0_279,73,15,ISO-8859-1,squid/3.3.8,None,3591,US,CA,2/06/1994 0:00,6/01/2017 0:00,allmusic.com,23,4,3,2425,0,0,29,36,33598,2881,29,6,Benigna
B0_36,73,12,UTF-8,Apache-Coyote/1.1,"""no-cache=""""set-cookie""""""",17908,None,None,9/01/2007 0:00,30/04/2013 0:00,worthpoint.com,17,12,3,2396,0,0,23,25,26621,2856,23,6,Benigna
B0_559,73,13,ISO-8859-1,nginx/0.8.38,max-age=86400,18901,US,MA,29/03/2000 0:00,25/12/2016 0:00,studentsreview.com,51,6,5,3932,0,0,55,48,87340,4252,55,4,Benigna
B0_699,73,12,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,49,43,4,5365,0,0,55,60,78671,5793,55,6,Benigna
B0_804,73,17,UTF-8,mw2242.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_167,74,11,ISO-8859-1,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,ru,Krasnoyarsk,22/08/2010 0:00,28/04/2017 0:00,seoholding.com,11,0,3,1260,0,0,19,17,2399,1850,19,8,Maligna
B0_1162,74,12,us-ascii,Microsoft-IIS/7.5,None,324,US,Pennsylvania,20/03/2005 0:00,22/02/2017 0:00,pa-attractions.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_147,74,15,UTF-8,Apache-Coyote/1.1,no-cache,46884,None,None,16/09/2004 0:00,28/03/2016 0:00,zillow.com,8,0,1,432,0,0,8,2,124,432,8,0,Benigna
B0_2208,74,13,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2251,74,12,us-ascii,Microsoft-HTTPAPI/2.0,None,324,CA,Saskatchewan,3/07/2000 0:00,23/06/2016 0:00,losangelesgasprices.com,5,4,2,486,0,0,5,6,480,486,5,0,Benigna
B0_352,74,16,UTF-8,nginx,None,NA,US,NJ,3/10/1997 0:00,3/08/2014 0:00,weirdnj.com,8,1,3,1088,0,0,14,13,2036,1524,14,6,Benigna
B0_454,74,13,utf-8,None,None,NA,US,TX,31/01/1996 0:00,16/08/2016 0:00,superpages.com,21,1,5,2873,0,0,25,23,9017,3177,25,4,Benigna
M0_62,75,13,UTF-8,Apache,None,193,US,PA,20/08/2014 0:00,20/10/2016 0:00,dawnframing.com,8,0,6,801,0,0,10,9,677,951,10,2,Maligna
B0_1360,75,15,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,8417,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_196,75,16,ISO-8859-1,None,max-age=60,NA,US,NJ,23/10/1994 0:00,1/11/2016 0:00,nj.com,33,3,8,3647,0,0,41,39,32399,4247,41,8,Benigna
B0_2238,75,14,UTF-8,mw2238.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,4721,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,4,3,2,432,0,0,4,6,372,432,4,0,Benigna
B0_248,75,13,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,8/09/2004 0:00,28/02/2017 0:00,turkcebilgi.com,23,14,7,2472,0,0,27,19,6776,2796,27,4,Benigna
B0_404,75,14,utf-8,GSE,no-cache; no-store; max-age=0; must-revalidate,NA,US,CA,15/09/1997 0:00,20/07/2011 0:00,google.com,39,18,14,4631,0,0,49,42,12921,5353,49,10,Benigna
B0_868,75,12,UTF-8,Pizza/pepperoni,max-age=0;no-cache; no-store; must-revalidate,NA,US,WA,16/11/1994 0:00,28/10/2015 0:00,classmates.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_987,75,15,ISO-8859-1,cloudflare-nginx,private,NA,US,FL,16/05/2000 0:00,17/03/2016 0:00,boxden.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2157,76,13,ISO-8859-1,Microsoft-IIS/6.0,private,92183,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,thebaseballcube.com,10,4,5,780,0,0,10,7,442,780,10,0,Benigna
B0_534,76,15,ISO-8859-1,None,no-cache,12368,US,CA,9/01/1998 0:00,4/01/2017 0:00,go.com,47,0,5,4544,0,0,55,57,53238,5134,55,8,Benigna
B0_80,76,12,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,2/10/2007 0:00,20/07/2014 0:00,corporationwiki.com,26,19,4,3635,0,0,32,30,23404,4125,32,6,Benigna
B0_81,76,13,us-ascii,Microsoft-IIS/7.5,None,324,None,None,14/12/2004 0:00,None,wkdialogue.ch,18,5,6,2032,0,0,24,19,2033,2464,24,6,Benigna
B0_842,76,12,UTF-8,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,9672,US,Alabama,3/10/1997 0:00,31/12/2016 0:00,ncregister.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_912,76,14,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,None,17721,None,None,2/10/2000 0:00,3/06/2016 0:00,sympatico.ca,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2013,77,15,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,genealogy.com,5,5,3,498,0,0,5,8,508,498,5,0,Benigna
B0_2174,77,13,ISO-8859-1,Apache,None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,17,7,9,1206,0,0,17,15,991,1206,17,0,Benigna
B0_2272,77,14,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,CO,16/06/2014 0:00,31/07/2016 0:00,moviecritical.com,6,3,4,564,0,0,6,7,442,564,6,0,Benigna
B0_431,77,14,ISO-8859-1,Sucuri/Cloudproxy,None,NA,None,None,7/02/2006 0:00,8/02/2017 0:00,petetheplanner.com,32,7,9,2445,0,0,34,36,41408,2601,34,2,Benigna
B0_432,77,14,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,22409,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,27,0,4,2403,0,0,31,30,27476,2741,31,4,Benigna
B0_735,77,13,utf-8,nginx/1.8.0,None,63049,US,va,29/04/1994 0:00,30/08/2013 0:00,usatoday.com,33,1,5,3244,0,0,43,40,24630,4114,43,10,Benigna
B0_751,77,14,utf-8,ATS,private;no-cache;must-revalidate,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,25,20,3,3591,0,0,31,31,13757,4041,31,6,Benigna
B0_1203,78,10,utf-8,Apache,no-cache,23146,US,NY,18/01/1994 0:00,21/10/2016 0:00,nytimes.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_134,78,16,UTF-8,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,LA,20/10/2003 0:00,15/01/2015 0:00,torrentreactor.net,11,1,3,1335,0,0,17,17,2109,1835,17,6,Benigna
B0_1393,78,17,UTF-8,mw2165.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2021,78,11,UTF-8,cloudflare-nginx,max-age=0; no-cache,NA,US,WA,7/12/2006 0:00,2/03/2017 0:00,video4viet.com,17,9,9,1594,0,0,17,18,1152,1594,17,0,Benigna
B0_212,78,15,iso-8859-1,Apache,None,13,JP,Tottori,14/04/2017 0:00,18/04/2017 0:00,monteregie-travelguide.com,8,0,3,528,0,0,8,2,124,528,8,0,Benigna
B0_2146,78,16,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,9313,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,13,6,9,1026,0,0,13,14,904,1026,13,0,Benigna
B0_2203,78,13,UTF-8,None,None,28508,US,NY,10/08/1995 0:00,5/08/2016 0:00,barnesandnoble.com,8,6,6,696,0,0,8,9,574,696,8,0,Benigna
B0_2211,78,15,ISO-8859-1,Varnish,None,9,US,DC,18/10/2005 0:00,14/10/2016 0:00,poundingtherock.com,8,6,6,672,0,0,8,9,562,672,8,0,Benigna
B0_278,78,13,UTF-8,mw2224.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,39,35,2,5949,0,0,47,47,32891,6557,47,8,Benigna
B0_433,78,10,utf-8,Apache,no-cache,23144,US,NY,18/01/1994 0:00,21/10/2016 0:00,nytimes.com,36,3,10,2981,0,0,42,41,31493,3449,42,6,Benigna
B0_680,78,12,UTF-8,Pizza/pepperoni,max-age=0;no-cache; no-store; must-revalidate,13707,US,WA,16/11/1994 0:00,28/10/2015 0:00,classmates.com,19,6,4,2781,1,0,24,24,18410,3085,24,4,Benigna
B0_748,78,13,ISO-8859-1,Microsoft-IIS/7.5,None,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,absoluteastronomy.com,62,0,3,4725,0,0,66,65,97272,5023,66,4,Benigna
B0_784,78,12,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_964,78,17,iso-8859-1,Apache,None,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_99,78,16,ISO-8859-1,MI,max-age=0; no-cache; no-store,2743,US,CA,24/02/1996 0:00,18/01/2017 0:00,kansascity.com,23,5,11,2106,0,0,27,31,6415,2410,27,4,Benigna
B0_1072,79,13,ISO-8859-1,Microsoft-IIS/8.5,None,1245,US,Arkansas,23/06/1999 0:00,12/06/2015 0:00,arrangeonline.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1121,79,14,ISO-8859-1,None,no-cache,6748,CA,QC,24/10/1996 0:00,24/08/2015 0:00,mountroyalcem.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1193,79,14,utf-8,cloudflare-nginx,None,NA,US,PA,3/05/2006 0:00,8/08/2016 0:00,friendseat.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1223,79,9,UTF-8,None,max-age=0; no-cache; no-store,53420,US,NJ,26/05/1994 0:00,21/05/2016 0:00,wsj.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1355,79,15,UTF-8,Apache-Coyote/1.1,no-cache,46887,US,Washington,16/09/2004 0:00,28/03/2016 0:00,zillow.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2164,79,15,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,US,Arizona,17/08/2010 0:00,17/08/2016 0:00,driftwoodmagazine.com,6,3,4,564,0,0,6,8,504,564,6,0,Benigna
B0_269,79,16,ISO-8859-1,Roxen/5.4.98-r2,None,11593,US,IL,2/03/2000 0:00,3/03/2017 0:00,elburnherald.com,13,1,3,1763,0,0,19,19,2308,2233,19,6,Benigna
B0_456,79,15,UTF-8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,no-cache; must-revalidate; max-age=0,NA,None,None,26/01/2002 0:00,12/01/2017 0:00,bridgemontreal.ca,15,0,4,1301,0,0,17,7,552,1455,17,2,Benigna
B0_1086,80,16,UTF-8,None,private,7240,US,California,4/02/1996 0:00,10/08/2016 0:00,fodors.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1094,80,12,UTF-8,Apache,no-cache,471,US,CA,23/07/2004 0:00,4/03/2017 0:00,flightlevel350.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_129,80,12,UTF-8,GSE,private; max-age=0,38149,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,41,0,5,3333,0,0,45,43,42229,3715,45,4,Benigna
B0_1389,80,15,UTF-8,None,max-age=300,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,go.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_142,80,13,utf-8,cloudflare-nginx,public; max-age=14400,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,50,43,12,7282,0,0,60,57,24220,8042,60,10,Benigna
B0_2077,80,17,ISO-8859-1,nginx/1.2.1,None,8619,BY,--,17/05/2004 0:00,2/03/2017 0:00,carionltd.com,22,18,3,3156,0,0,22,15,4966,3156,22,0,Benigna
B0_2145,80,14,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,5/06/2003 0:00,26/11/2014 0:00,thefreedictionary.com,5,4,2,498,0,0,5,7,438,498,5,0,Benigna
B0_463,80,13,ISO-8859-1,nginx/1.1.19,None,NA,None,None,19/11/1998 0:00,29/09/2016 0:00,goodguide.com,16,1,4,1739,0,0,20,20,12620,2059,20,4,Benigna
B0_756,80,11,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,CA,8/09/2003 0:00,3/03/2017 0:00,sedationdentistbowlinggreen.com,33,10,8,3764,0,0,41,23,7356,4412,41,8,Benigna
B0_810,80,16,UTF-8,Server,None,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_849,80,13,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,11326,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_878,80,12,iso-8859-1,Apache,None,236,US,AZ,10/03/1998 0:00,5/03/2017 0:00,brucehamilton.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M4_70,81,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_71,81,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,2,124,0,0,0,Maligna
B0_101,81,14,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,10527,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,75,8,16,7388,0,0,79,76,65108,7734,79,4,Benigna
B0_118,81,18,iso-8859-1,Apache/2.2.15 (CentOS),None,213,US,OK,7/07/1999 0:00,24/05/2016 0:00,newsok.com,11,6,1,2088,0,0,15,15,7459,2388,15,4,Benigna
B0_2311,81,16,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,genealogy.com,2,2,1,276,0,0,2,3,184,276,2,0,Benigna
B0_469,81,15,UTF-8,Apache,None,NA,None,None,None,None,ucf.edu,53,13,11,6257,0,0,61,64,30118,6891,61,8,Benigna
B0_519,81,13,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,NY,25/02/2005 0:00,27/12/2015 0:00,alacrastore.com,16,1,2,2074,0,0,22,27,10646,2540,22,6,Benigna
B0_649,81,11,UTF-8,cloudflare-nginx,max-age=2,NA,US,WA,7/04/2011 0:00,11/03/2017 0:00,manufacturedirections.net,23,2,6,2362,0,0,31,23,5472,3008,31,8,Benigna
B0_712,81,16,UTF-8,cloudflare-nginx,no-cache,NA,US,FL,12/02/1999 0:00,14/12/2016 0:00,popmatters.com,15,0,3,1894,0,0,19,20,7062,2198,19,4,Benigna
B0_720,81,15,ISO-8859-1,Apache,None,NA,US,Illinois,22/08/2003 0:00,26/12/2012 0:00,city-data.com,17,0,3,2281,0,0,21,22,29619,2581,21,4,Benigna
B0_83,81,12,ISO-8859-1,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,4897,US,Florida,20/08/2000 0:00,25/02/2017 0:00,familytreeguide.com,47,3,8,3718,0,0,51,47,44519,4064,51,4,Benigna
M4_69,82,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_72,82,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,3,186,0,0,0,Maligna
M4_73,82,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_74,82,17,utf-8,Microsoft-IIS/6.0,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,88logistics.com,0,0,0,0,0,0,0,2,124,0,0,0,Maligna
B0_2051,82,13,ISO-8859-1,nginx/1.10.1,None,8521,PA,PANAMA,3/03/2004 0:00,31/03/2017 0:00,azchords.com,8,3,6,696,0,0,8,9,574,696,8,0,Benigna
B0_2060,82,17,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,WA,10/11/1994 0:00,8/10/2014 0:00,msn.com,5,4,2,498,0,0,5,6,376,498,5,0,Benigna
B0_2267,82,14,UTF-8,None,None,NA,None,None,18/10/2000 0:00,29/01/2017 0:00,yellowpages.ca,5,3,2,498,0,0,5,7,438,498,5,0,Benigna
B0_228,82,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),no-store; no-cache; must-revalidate; post-check=0; pre-check=0,9101,None,None,11/10/2005 0:00,10/12/2016 0:00,ticketwood.com,20,6,5,2638,0,0,28,25,6137,3208,28,8,Benigna
B0_284,82,17,UTF-8,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,FL,9/07/1995 0:00,25/05/2016 0:00,fugitive.com,3,0,1,488,0,0,5,6,482,632,5,2,Benigna
B0_382,82,13,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Florida,2/10/2007 0:00,20/07/2014 0:00,corporationwiki.com,31,26,6,3286,0,0,37,45,28351,3776,37,6,Benigna
B0_77,82,18,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,53520,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,45,2,5,3565,0,0,49,49,58127,3903,49,4,Benigna
B0_808,82,12,ISO-8859-1,Apache,None,NA,US,Florida,22/09/2000 0:00,2/09/2016 0:00,cabotlodgemillsaps.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
